date-time,pos,price,ts,PnL
30-05-2022 10:00:03,xl,30769.5,1653788703,0
30-05-2022 14:51:23,el,30630.62,1653907883,0
31-05-2022 00:24:52,xl,31134.63,1653942292,1.65
01-06-2022 19:26:49,es,30862.93,1654097209,0
01-06-2022 20:48:54,xs,30313.54,1654102134,1.81
01-06-2022 21:19:15,es,30195.8,1654103955,0
02-06-2022 00:28:34,xs,29703.21,1654115314,1.66
03-06-2022 02:51:38,el,30514.65,1654210298,0
03-06-2022 17:36:15,es,29669.0,1654263375,-2.77
03-06-2022 18:45:54,xs,29290.0,1654267554,1.29
04-06-2022 18:30:58,el,29908.26,1654353058,0
06-06-2022 05:00:02,xl,30310.48,1654477202,1.34
06-06-2022 06:00:01,el,30865.59,1654480801,0
06-06-2022 08:00:03,xl,31258.66,1654488003,1.27
06-06-2022 09:00:00,el,31222.9,1654491600,0
06-06-2022 19:00:02,xl,31514.82,1654527602,0.93
07-06-2022 06:00:01,es,29562.39,1654567201,0
08-06-2022 01:00:00,el,31349.81,1654635600,-5.7
10-06-2022 11:00:01,xl,30105.85,1654844401,-3.97
10-06-2022 18:00:07,es,29373.02,1654869607,0
10-06-2022 21:00:02,xs,29043.45,1654880402,1.13
10-06-2022 22:00:03,es,29107.08,1654884003,0
11-06-2022 16:00:01,xs,28734.01,1654948801,1.3
11-06-2022 17:00:06,es,28492.61,1654952406,0
12-06-2022 07:00:01,xs,27414.67,1655002801,3.93
12-06-2022 08:00:03,es,27547.39,1655006403,0
12-06-2022 19:00:03,xs,27814.42,1655046003,-0.96
13-06-2022 04:00:06,es,26569.24,1655078406,0
13-06-2022 06:00:02,xs,25751.05,1655085602,3.18
15-06-2022 09:00:03,es,21143.09,1655269203,0
15-06-2022 10:00:02,xs,21225.41,1655272802,-0.39
15-06-2022 13:00:03,es,20265.16,1655283603,0
15-06-2022 23:00:03,xs,21536.76,1655319603,-5.9
16-06-2022 17:00:02,es,21143.69,1655384402,0
16-06-2022 19:00:04,xs,20920.25,1655391604,1.07
18-06-2022 13:00:01,es,19001.89,1655542801,0
18-06-2022 22:00:01,xs,18615.62,1655575201,2.07
19-06-2022 02:00:01,es,18520.57,1655589601,0
19-06-2022 07:00:01,xs,18385.74,1655607601,0.73
19-06-2022 17:00:00,el,19344.27,1655643600,0
19-06-2022 20:00:01,xl,19821.64,1655654401,2.47
20-06-2022 00:00:00,el,20117.51,1655668800,0
20-06-2022 01:00:00,xl,20641.33,1655672400,2.6
21-06-2022 18:00:01,el,21620.13,1655820001,0
22-06-2022 11:00:02,es,20108.37,1655881202,-6.99
23-06-2022 01:00:02,xs,19875.57,1655931602,1.17
23-06-2022 05:00:04,es,20416.34,1655946004,0
23-06-2022 14:00:02,el,20748.6,1655978402,-1.6
24-06-2022 01:00:02,xl,20825.75,1656018002,0.37
24-06-2022 03:00:00,el,20989.5,1656025200,0
24-06-2022 07:00:02,xl,21167.52,1656039602,0.85
25-06-2022 12:00:04,el,21507.89,1656144004,0
26-06-2022 16:00:03,xl,21706.67,1656244803,0.92
26-06-2022 17:00:01,el,21459.86,1656248401,0
27-06-2022 03:00:03,es,21129.36,1656284403,-1.54
27-06-2022 18:00:02,xs,20738.68,1656338402,1.88
27-06-2022 19:00:03,es,20818.52,1656342003,0
27-06-2022 23:00:01,xs,20810.75,1656356401,0.04
28-06-2022 23:00:03,es,20340.0,1656442803,0
29-06-2022 11:00:05,xs,19931.71,1656486005,2.05
30-06-2022 11:00:07,es,19388.98,1656572407,0
30-06-2022 13:00:03,xs,19225.51,1656579603,0.85
30-06-2022 17:00:02,es,19204.37,1656594002,0
30-06-2022 18:00:03,xs,18860.01,1656597603,1.83
30-06-2022 19:00:02,es,19123.18,1656601202,0
01-07-2022 01:00:02,xs,18754.55,1656622802,1.97
01-07-2022 06:00:01,el,20420.17,1656640801,0
05-07-2022 17:00:02,es,19363.44,1657026002,-5.17
06-07-2022 01:00:01,el,20455.6,1657054801,-5.34
07-07-2022 19:00:06,xl,20937.5,1657206006,2.36
07-07-2022 20:00:04,el,20888.45,1657209604,0
07-07-2022 21:00:01,xl,21090.18,1657213201,0.97
07-07-2022 23:00:04,el,21379.73,1657220404,0
08-07-2022 00:00:02,xl,21816.61,1657224002,2.04
08-07-2022 01:00:01,el,21624.03,1657227601,0
08-07-2022 06:00:01,xl,22140.23,1657245601,2.39
10-07-2022 07:00:02,es,21302.76,1657422002,0
10-07-2022 18:00:02,xs,21070.89,1657461602,1.1
10-07-2022 19:00:03,es,20853.96,1657465203,0
11-07-2022 06:00:02,xs,20544.36,1657504802,1.51
11-07-2022 07:00:01,es,20544.53,1657508401,0
12-07-2022 02:00:02,xs,20233.06,1657576802,1.54
12-07-2022 04:00:04,es,19960.99,1657584004,0
12-07-2022 12:00:02,xs,19730.22,1657612802,1.17
12-07-2022 14:00:04,es,19602.56,1657620004,0
13-07-2022 00:00:01,xs,19397.82,1657656001,1.06
14-07-2022 04:00:03,el,20236.16,1657756803,0
14-07-2022 22:00:02,xl,20747.76,1657821602,2.53
15-07-2022 07:00:01,el,20492.13,1657854001,0
