open,high,low,close,lowerlow,m_lowerlow
19911.36440789073,19977.4,19911.36440789073,19951.55,0.0,0
19931.457203945363,19944.1,19891.0,19916.6,0.0,0
19924.02860197268,19997.0,19896.4,19943.875,0.0,0
19933.95180098634,19994.8,19933.95180098634,19978.275,0.0,0
19956.113400493166,20041.0,19944.8,19984.075,0.0,0
19970.09420024658,19970.09420024658,19930.9,19946.025,0.0,0
19958.05960012329,19969.0,19899.0,19929.875,0.0,0
19943.96730006165,19948.3,19860.9,19913.875,0.0,0
19928.921150030823,19943.0,19924.2,19933.4,0.0,0
19931.16057501541,19982.6,19910.0,19944.3,0.0,0
19937.730287507708,19963.5,19899.1,19939.925,0.0,0
19938.82764375385,19947.8,19907.6,19926.375,0.0,0
19932.60132187693,19980.4,19900.0,19940.5,0.0,0
19936.55066093846,20040.8,19936.55066093846,19986.7,0.0,0
19961.62533046923,20044.6,19958.4,19996.675,0.0,0
19979.15016523461,20149.0,19979.15016523461,20045.925,0.0,0
20012.537582617304,20115.6,19998.0,20062.025,0.0,0
20037.281291308653,20300.0,20037.281291308653,20162.375,0.0,0
20099.828145654326,20190.0,20055.0,20122.225,0.0,0
20111.02657282716,20129.2,20035.0,20085.475,0.0,0
20098.25078641358,20145.8,20077.2,20107.35,0.0,0
20102.800393206788,20123.0,20061.2,20100.575,0.0,0
20101.687696603392,20115.1,20041.9,20082.4,0.0,0
20092.0438483017,20119.6,20041.8,20079.375,0.0,0
20085.70942415085,20100.0,20050.9,20085.375,0.0,0
20085.542212075423,20105.9,19950.9,20035.5,0.0,0
20060.52110603771,20060.52110603771,19956.6,20008.5,0.0,0
20034.510553018856,20068.5,20021.0,20038.775,0.0,0
20036.642776509427,20040.8,19964.1,20004.875,0.0,0
20020.758888254717,20020.758888254717,19910.0,19955.725,0.0,0
19988.24194412736,19988.24194412736,19871.0,19927.6,0.0,0
19957.92097206368,19974.7,19934.5,19952.325,0.0,0
19955.12298603184,20035.9,19945.2,19985.95,1.0,1
19970.53649301592,20087.9,19970.53649301592,20044.125,0.0,0
20007.33074650796,20076.0,20007.33074650796,20045.1,0.0,0
20026.21537325398,20061.3,20024.2,20042.45,0.0,0
20034.33268662699,20168.1,20034.33268662699,20099.525,0.0,0
20066.928843313493,20135.7,20037.0,20093.3,0.0,0
20080.114421656748,20132.9,20063.0,20098.825,0.0,0
20089.469710828373,20114.4,20080.6,20101.575,0.0,0
20095.522355414185,20272.0,20090.0,20168.1,0.0,0
20131.81117770709,20227.0,20131.81117770709,20188.225,0.0,0
20160.018088853547,20399.6,20160.018088853547,20278.125,0.0,0
20219.071544426773,20400.0,20219.071544426773,20338.75,0.0,0
20278.910772213385,20500.0,20278.910772213385,20363.45,0.0,0
20321.18038610669,20395.0,20320.5,20349.925000000003,0.0,0
20335.55269305335,20364.5,20310.0,20339.2,0.0,0
20337.376346526675,20337.376346526675,20250.0,20296.65,0.0,0
20317.013173263334,20338.2,20279.0,20296.375,0.0,0
20306.69408663167,20306.69408663167,20275.0,20288.6,0.0,0
20297.647043315832,20327.5,20251.0,20280.875,0.0,0
20289.26102165792,20289.26102165792,20240.0,20266.475,0.0,0
20277.868010828955,20310.8,20230.0,20279.925000000003,0.0,0
20278.89650541448,20307.2,20268.4,20290.6,0.0,0
20284.74825270724,20316.6,20282.9,20297.5,0.0,0
20291.12412635362,20379.9,20291.12412635362,20330.575,0.0,0
20310.84956317681,20348.6,20310.84956317681,20337.25,0.0,0
20324.049781588405,20356.1,20240.0,20292.925,0.0,0
20308.4873907942,20308.4873907942,20136.6,20213.45,0.0,0
20260.968695397103,20260.968695397103,20170.0,20199.775,0.0,0
20230.371847698552,20230.371847698552,20147.0,20181.5,1.0,1
20205.93592384928,20218.6,20172.7,20197.65,0.0,0
20201.79296192464,20278.0,20198.1,20234.9,0.0,0
20218.34648096232,20248.7,20194.4,20232.0,0.0,0
20225.17324048116,20240.3,20205.5,20223.55,0.0,0
20224.36162024058,20228.4,20190.0,20206.6,0.0,0
20215.480810120287,20250.0,20195.0,20214.675,0.0,0
20215.07790506014,20227.0,20195.4,20209.95,0.0,0
20212.51395253007,20212.51395253007,20181.0,20193.625,0.0,0
20203.069476265035,20207.8,20151.4,20188.35,0.0,0
20195.709738132515,20230.0,20195.709738132515,20213.225,0.0,0
20204.467369066257,20221.0,20176.7,20201.5,0.0,0
20202.98368453313,20202.98368453313,20178.1,20189.0,0.0,0
20195.991842266565,20219.8,20172.6,20196.35,0.0,0
20196.17092113328,20213.0,20071.1,20144.75,0.0,0
20170.46046056664,20170.46046056664,20073.7,20110.2,0.0,0
20140.33023028332,20140.33023028332,20110.0,20126.025,1.0,1
20133.17761514166,20168.7,20101.7,20139.05,0.0,0
20136.11380757083,20176.2,20130.3,20151.7,0.0,0
20143.906903785413,20174.7,20131.7,20152.925000000003,0.0,0
20148.415951892708,20198.0,20147.9,20177.525,0.0,0
20162.97047594636,20224.7,20162.97047594636,20188.65,0.0,0
20175.81023797318,20186.2,20152.2,20172.325,0.0,0
20174.06761898659,20210.0,20174.06761898659,20192.6,0.0,0
20183.33380949329,20290.0,20183.33380949329,20232.225,0.0,0
20207.779404746645,20266.7,20207.779404746645,20236.65,0.0,0
20222.214702373323,20232.6,20193.1,20212.425,0.0,0
20217.31985118666,20274.5,20200.0,20234.875,0.0,0
20226.09742559333,20277.0,20206.3,20241.825,0.0,0
20233.961212796665,20236.9,20095.3,20164.45,0.0,0
20199.205606398333,20199.205606398333,20002.8,20079.65,0.0,0
20139.427803199167,20176.9,20048.0,20106.125,0.0,0
20122.776401599585,20146.6,20105.8,20126.375,1.0,1
20124.575700799796,20149.8,20098.3,20124.475,0.0,0
20124.525350399897,20137.0,20078.0,20111.1,0.0,0
20117.812675199948,20120.5,20060.0,20093.15,0.0,0
20105.481337599973,20105.481337599973,20052.1,20077.575,0.0,0
20091.52816879999,20115.0,20072.7,20095.3,0.0,0
20093.414084399992,20133.3,20083.0,20113.9,0.0,0
20103.657042199997,20149.8,20083.5,20119.8,0.0,0
20111.7285211,20129.2,20083.4,20111.525,0.0,0
20111.62676055,20126.5,20089.0,20109.775,0.0,0
20110.700880275,20110.700880275,20075.0,20093.8,0.0,0
20102.250440137497,20102.250440137497,19953.0,20027.3,0.0,0
20064.775220068743,20064.775220068743,19970.1,20001.225,0.0,0
20033.00011003437,20039.0,20000.0,20017.65,1.0,1
20025.325055017187,20030.0,19958.4,19997.35,0.0,0
20011.337527508596,20060.7,19973.4,20019.55,0.0,0
20015.44376375429,20066.0,20010.7,20035.6,0.0,0
20025.521881877143,20037.0,19850.0,19943.15,0.0,0
19984.33594093857,19984.33594093857,19865.0,19891.625,0.0,0
19937.980470469287,19985.6,19811.0,19884.65,0.0,0
19911.315235234644,19918.8,19810.0,19870.8,0.0,0
19891.05761761732,19938.2,19821.2,19882.1,0.0,0
19886.57880880866,19886.57880880866,19707.0,19805.275,0.0,0
19845.92690440433,19890.8,19749.7,19832.75,0.0,0
19839.33845220217,19928.7,19839.33845220217,19884.575,1.0,1
19861.95672610108,19918.0,19851.3,19884.95,0.0,0
19873.45336305054,19975.1,19873.45336305054,19920.525,0.0,0
19896.98918152527,20000.0,19896.98918152527,19952.325,0.0,0
19924.65709076264,20014.5,19924.65709076264,19986.85,0.0,0
19955.75354538132,20132.3,19946.0,20049.2,0.0,0
20002.476772690658,20192.9,20002.476772690658,20117.325,0.0,0
20059.900886345327,20120.0,20059.900886345327,20095.925,0.0,0
20077.91294317266,20298.7,20077.91294317266,20186.275,0.0,0
20132.09397158633,20255.5,20132.09397158633,20225.0,0.0,0
20178.546985793168,20325.0,20178.546985793168,20238.825,0.0,0
20208.685992896582,20224.0,20150.0,20187.0,0.0,0
20197.842996448293,20213.3,20150.7,20174.3,0.0,0
20186.071498224144,20186.8,20078.0,20139.875,0.0,0
20162.973249112078,20195.3,20126.6,20162.325,0.0,0
